Year_Birth,Education,Marital_Status,Income,Dt_Customer,Recency,Complain,Response,Kids,Expenses,TotalAcceptedCmp,NumTotalPurchases
1992,UG,Single,7500.0,03-12-2012,63,0,0,1,119,0,11
1968,PG,relationship,40521.0,05-04-2013,82,0,0,2,21,0,4
1973,PG,relationship,20427.0,24-03-2014,63,0,0,1,10,0,4
1975,PG,relationship,65106.0,24-05-2014,55,0,0,1,973,1,27
1965,PG,relationship,69969.0,27-08-2013,64,0,1,0,1536,2,13
1952,PG,relationship,67433.0,16-07-2013,51,0,0,2,992,1,28
1967,PG,relationship,77766.0,22-02-2013,97,0,1,1,1529,1,34
1972,PG,relationship,74716.0,12-09-2013,92,0,0,1,860,0,17
1963,PG,Single,68118.0,18-10-2013,51,0,0,1,928,0,23
1970,PG,relationship,55158.0,30-07-2012,72,0,1,2,418,0,18
1955,PG,relationship,62972.0,03-08-2012,39,0,1,1,587,0,16
1975,PG,relationship,74190.0,12-05-2014,49,0,0,1,641,0,19
1976,PG,relationship,39356.0,19-03-2014,21,0,0,2,23,1,4
1973,PG,Single,35860.0,19-05-2014,37,0,0,2,49,1,6
1960,PG,relationship,31454.0,06-07-2013,40,0,0,2,48,0,8
1952,PG,Single,47139.0,06-03-2014,2,0,1,2,83,0,7
1963,PG,relationship,53378.0,24-09-2012,41,0,1,2,793,0,29
1970,PG,relationship,19656.0,08-02-2013,94,0,0,1,84,0,9
1948,PG,relationship,45579.0,20-08-2013,10,0,0,1,183,0,10
1958,PG,Single,85485.0,21-06-2014,73,0,0,0,1383,0,19
1944,PG,relationship,55956.0,07-04-2014,22,0,0,0,999,1,16
1963,PG,Single,64191.0,22-01-2013,30,0,0,1,825,0,24
1972,PG,Single,38808.0,26-08-2012,21,0,1,1,246,1,14
1966,PG,relationship,57183.0,19-03-2013,51,0,0,2,610,0,25
1968,PG,Single,23748.0,21-11-2012,97,0,0,1,76,0,9
1971,PG,relationship,66303.0,26-02-2013,56,0,0,1,1286,1,22
1975,PG,relationship,37368.0,16-12-2013,4,0,0,1,30,1,4
1964,PG,relationship,40800.0,01-01-2013,77,1,0,3,99,0,8
1978,PG,Single,71847.0,21-09-2012,95,0,0,0,1192,1,22
1975,PG,relationship,46149.0,29-11-2013,36,0,0,1,362,0,18
1971,PG,Single,49118.0,18-08-2012,90,0,1,0,1229,2,28
1957,PG,relationship,37633.0,20-09-2012,49,0,0,2,38,0,6
1951,PG,relationship,39767.0,21-07-2013,18,0,0,0,485,0,17
1951,UG,relationship,26997.0,05-11-2012,89,0,0,0,434,0,13
1970,PG,Single,33986.0,14-03-2013,43,0,0,1,44,0,5
1972,PG,relationship,57091.0,23-11-2012,82,0,1,1,496,1,18
1969,PG,relationship,46831.0,08-06-2013,84,0,0,2,78,0,7
1971,PG,relationship,52531.0,30-12-2012,68,0,0,0,794,0,21
1956,PG,relationship,15759.0,05-09-2013,12,0,0,0,17,0,4
1971,PG,Single,22804.0,31-07-2013,75,0,0,1,26,0,5
1973,PG,relationship,43050.0,18-03-2014,10,0,0,1,76,0,8
1977,PG,Single,42997.0,07-12-2013,91,0,0,2,15,0,4
1963,PG,Single,48918.0,12-04-2014,21,0,0,2,62,0,7
1954,PG,relationship,60033.0,29-03-2014,28,0,0,1,198,0,10
1978,PG,relationship,34043.0,25-10-2013,97,0,0,1,49,0,5
1966,PG,relationship,57811.0,24-06-2013,49,0,0,1,802,1,25
1978,PG,Single,7500.0,27-12-2012,5,0,0,2,57,0,10
1971,PG,relationship,157733.0,04-06-2013,37,0,0,1,59,0,2
1985,PG,relationship,23148.0,18-02-2014,83,0,0,0,37,0,6
1970,PG,Single,44267.0,25-02-2013,48,0,0,2,310,0,16
1979,PG,relationship,71626.0,01-11-2012,94,0,0,0,1305,1,19
1966,PG,relationship,60894.0,28-06-2013,61,0,0,1,832,0,26
1976,PG,relationship,50200.0,03-04-2013,70,0,0,2,401,0,19
1965,PG,relationship,81051.0,23-05-2014,43,0,0,0,1501,2,23
1982,PG,relationship,65169.0,14-01-2014,23,0,1,0,1189,4,28
1972,PG,relationship,59868.0,22-07-2013,37,0,0,1,1194,0,32
1960,PG,relationship,65695.0,31-01-2014,50,0,0,1,656,0,21
1956,PG,Single,64857.0,23-11-2012,78,0,0,0,1540,0,23
1965,PG,relationship,45143.0,26-08-2013,74,0,0,1,311,0,15
1955,PG,relationship,74805.0,06-11-2013,14,0,0,1,820,0,26
1989,PG,relationship,59060.0,11-01-2014,77,0,0,1,274,0,14
1962,PG,Single,27238.0,20-04-2013,39,0,0,2,57,0,9
1965,PG,relationship,47009.0,01-10-2013,89,0,0,1,448,0,17
1973,PG,relationship,46094.0,10-06-2014,62,0,0,2,44,0,5
1972,PG,relationship,40321.0,29-07-2013,59,0,0,2,102,0,8
1984,PG,relationship,37235.0,01-02-2014,68,0,0,1,61,0,5
1960,PG,relationship,81843.0,22-04-2013,13,0,0,0,1643,0,27
1958,PG,relationship,46692.0,06-06-2013,37,0,0,1,397,0,15
1968,PG,relationship,77382.0,07-01-2014,36,0,0,1,1121,1,26
1977,PG,Single,37774.0,03-09-2012,28,1,1,2,473,1,16
1974,UG,relationship,18393.0,29-03-2014,2,0,0,1,50,0,8
1962,PG,relationship,72828.0,14-02-2013,17,0,0,1,1678,0,28
1982,PG,relationship,24711.0,18-04-2014,86,0,0,0,58,0,7
1975,PG,relationship,45503.0,25-09-2013,54,0,0,1,170,0,9
1982,PG,Single,6560.0,12-12-2013,2,0,0,0,373,0,2
1945,PG,relationship,71604.0,17-11-2013,3,0,1,0,1196,1,17
1979,PG,relationship,27244.0,07-03-2014,84,0,0,1,101,0,8
1969,PG,relationship,48752.0,12-12-2012,8,0,1,2,316,0,17
1962,PG,relationship,71434.0,18-09-2013,4,0,0,1,1400,2,21
1948,PG,Single,90842.0,29-07-2013,57,0,0,0,1424,0,27
1978,PG,relationship,88097.0,18-08-2012,24,0,1,1,844,3,20
1975,PG,relationship,51948.0,17-09-2013,51,0,0,1,311,0,13
1982,PG,relationship,71853.0,08-05-2013,29,0,0,0,1149,0,17
1983,PG,relationship,35876.0,20-04-2014,13,0,0,0,129,0,8
1952,PG,Single,40049.0,16-10-2013,23,0,0,1,32,0,5
1982,PG,Single,39660.0,08-08-2012,36,0,1,1,299,0,14
1962,PG,relationship,50127.0,29-05-2014,88,0,0,1,320,1,13
1977,PG,relationship,43263.0,21-11-2012,2,0,0,1,441,0,16
1949,PG,relationship,62845.0,01-10-2012,3,0,1,2,1178,1,28
1990,PG,relationship,18929.0,16-02-2013,15,0,0,0,85,0,6
1982,UG,Single,24367.0,20-03-2013,58,0,0,1,24,0,4
1975,PG,Single,33249.0,20-02-2013,11,0,0,1,112,0,8
1959,PG,relationship,26887.0,10-02-2013,27,0,0,1,30,0,5
1983,PG,relationship,50150.0,20-06-2013,32,0,0,0,410,0,16
1976,PG,relationship,62061.0,31-08-2013,12,0,0,1,800,1,24
1962,PG,Single,85696.0,03-05-2013,88,0,1,0,1313,0,20
1956,PG,relationship,76542.0,30-03-2013,91,0,0,0,1483,0,23
1993,PG,Single,70515.0,21-10-2013,12,0,1,0,1258,0,17
1987,PG,relationship,18227.0,08-11-2012,21,0,0,1,28,0,4
1965,PG,relationship,69139.0,27-01-2014,23,0,0,1,227,0,11
1982,PG,relationship,69109.0,09-11-2012,10,0,1,0,1555,1,20
1962,PG,Single,69627.0,17-03-2013,35,0,0,1,861,0,23
1978,PG,relationship,38136.0,22-04-2013,69,0,0,1,103,1,8
1946,PG,Single,62159.0,28-04-2014,68,0,0,0,634,0,19
1971,PG,Single,33316.0,04-10-2013,34,0,0,2,131,0,10
1968,PG,relationship,58554.0,26-09-2012,55,0,0,2,586,0,22
1992,UG,relationship,17256.0,23-11-2013,10,0,0,1,62,1,7
1974,PG,Single,53034.0,30-05-2013,30,0,0,2,447,0,22
1950,PG,relationship,52203.0,31-07-2012,36,0,0,0,939,0,27
1977,PG,Single,59601.0,25-07-2013,14,0,0,1,797,1,15
1958,PG,Single,75154.0,04-09-2012,79,0,1,1,1143,0,16
1976,PG,Single,47025.0,07-11-2013,52,0,0,1,415,0,17
1973,PG,relationship,37971.0,25-11-2013,97,0,0,1,30,0,5
1968,PG,Single,41335.0,26-12-2013,24,0,0,1,187,0,12
1958,PG,relationship,67267.0,13-05-2014,0,0,0,1,251,0,11
1975,PG,Single,57338.0,29-04-2014,96,0,0,1,237,0,12
1960,PG,relationship,50523.0,25-12-2013,89,0,0,2,91,0,8
1965,PG,Single,35791.0,06-05-2013,94,0,0,3,35,0,6
1960,PG,Single,50611.0,04-10-2012,98,0,0,1,493,1,22
1969,PG,relationship,56242.0,03-03-2013,72,0,0,1,971,0,28
1960,PG,Single,48904.0,02-12-2012,1,0,0,1,371,0,17
1975,PG,Single,56243.0,30-12-2013,26,0,0,3,396,0,20
1985,PG,relationship,21355.0,20-08-2013,5,0,1,1,68,1,7
1971,PG,relationship,57420.0,25-06-2013,22,0,0,1,322,1,15
1970,PG,relationship,52247.25135379061,01-04-2013,39,0,0,1,317,0,14
1955,PG,Single,46390.0,05-05-2014,56,0,0,1,222,0,10
1956,PG,relationship,54342.0,03-07-2013,74,0,0,2,177,0,12
1958,PG,relationship,52247.25135379061,03-09-2012,87,0,0,2,45,0,5
1964,PG,Single,52247.25135379061,12-01-2014,49,0,0,2,21,0,4
1973,PG,relationship,20895.0,06-10-2012,24,0,0,1,45,0,6
1972,PG,relationship,52247.25135379061,02-03-2014,17,0,0,1,42,0,5
1976,PG,relationship,26907.0,20-08-2013,10,0,0,2,22,0,6
1980,PG,relationship,44964.0,16-12-2012,35,0,0,2,41,0,5
1979,PG,relationship,75507.0,02-05-2014,56,0,0,0,1440,0,21
1972,PG,relationship,53761.0,11-10-2013,7,0,0,2,325,0,17
1973,PG,relationship,22682.0,03-10-2013,51,0,0,1,95,0,10
1972,PG,relationship,38887.0,02-03-2014,17,0,0,1,42,0,5
1975,PG,Single,41658.0,09-11-2012,30,0,0,2,72,0,6
1972,PG,relationship,29791.0,15-05-2014,21,0,0,1,20,0,7
1956,PG,relationship,63915.0,30-07-2013,2,0,0,2,789,0,23
1974,PG,Single,39996.0,22-05-2014,85,0,0,2,15,0,4
1972,PG,Single,26759.0,07-02-2014,65,0,0,1,59,0,8
1968,PG,Single,63841.0,21-04-2013,64,0,0,1,908,0,22
1969,PG,relationship,51039.0,10-12-2012,11,0,0,2,417,0,14
1961,PG,relationship,60544.0,25-08-2012,92,0,0,2,289,0,15
1972,PG,relationship,65685.0,29-03-2014,54,0,0,1,769,0,21
1953,PG,relationship,37716.0,21-04-2014,4,0,0,1,188,0,10
1957,PG,Single,36864.0,13-08-2012,53,0,1,1,354,0,14
1970,PG,relationship,44511.0,12-10-2012,39,0,0,1,727,0,26
1967,PG,relationship,36947.0,07-08-2012,49,0,0,2,146,0,11
1951,PG,relationship,47352.0,11-04-2013,70,0,0,1,319,0,16
1953,PG,relationship,67087.0,17-12-2013,40,0,0,1,794,0,22
1950,PG,relationship,57045.0,08-09-2012,40,0,0,1,454,0,18
1953,PG,Single,36957.0,06-09-2012,43,0,1,2,152,0,11
1977,PG,relationship,69389.0,28-09-2012,17,0,0,1,797,0,22
1972,PG,relationship,80134.0,20-05-2013,40,0,1,1,1690,3,16
1969,PG,relationship,43142.0,18-02-2014,84,0,0,2,20,0,4
1944,PG,relationship,80589.0,22-01-2014,25,0,1,0,1428,1,21
1990,PG,Single,34412.0,13-02-2013,62,0,0,1,209,0,11
1979,PG,Single,57537.0,10-06-2013,83,0,0,1,545,0,19
1966,UG,relationship,22634.0,16-01-2013,47,0,0,0,96,0,6
1948,PG,relationship,51315.0,23-02-2014,45,0,0,0,222,0,10
1972,PG,relationship,36026.0,16-03-2014,34,0,0,3,61,0,7
1973,PG,relationship,24639.0,28-01-2014,3,0,0,2,44,0,9
1972,PG,relationship,34578.0,11-04-2014,1,0,0,3,8,0,4
1972,PG,Single,65704.0,13-10-2013,18,0,0,0,817,0,23
1966,PG,Single,63810.0,11-11-2012,45,0,0,1,1371,1,23
1969,PG,relationship,54132.0,16-02-2014,81,0,0,1,42,0,5
1959,PG,relationship,18690.0,28-12-2012,77,0,0,0,60,0,5
1970,PG,relationship,28164.0,04-05-2013,23,0,0,1,78,0,9
1974,PG,relationship,34596.0,13-04-2013,48,0,0,1,23,0,4
1972,PG,relationship,43269.0,16-09-2013,61,0,0,1,19,0,4
1958,PG,Single,38741.0,30-03-2014,60,0,0,2,61,0,7
1972,PG,Single,31907.0,04-03-2013,75,0,0,0,449,0,14
1983,PG,relationship,27100.0,05-04-2013,64,0,0,1,37,0,5
1973,PG,Single,31163.0,13-02-2014,54,0,0,1,38,0,5
1985,PG,relationship,92533.0,19-12-2013,84,0,0,0,1131,2,23
1973,PG,Single,34853.0,23-12-2013,75,0,0,2,34,0,7
1967,PG,Single,70844.0,30-10-2013,16,0,0,2,294,0,17
1979,PG,relationship,31086.0,04-05-2013,79,0,0,2,48,1,6
1961,PG,relationship,60544.0,25-08-2012,92,0,0,2,289,0,15
1986,PG,relationship,20491.0,25-01-2013,16,0,0,0,30,0,4
1964,PG,relationship,42523.0,23-04-2014,96,0,0,0,125,0,7
1983,PG,relationship,39922.0,14-02-2013,30,0,0,1,156,0,9
1952,PG,relationship,33402.0,18-07-2013,60,0,0,2,70,0,9
1949,PG,relationship,36408.0,21-09-2013,11,0,0,2,22,0,4
1979,PG,relationship,21645.0,03-09-2012,75,0,1,1,65,0,9
1958,PG,relationship,51876.0,15-10-2013,88,0,0,0,310,0,13
1971,PG,relationship,78041.0,16-12-2012,93,0,0,0,1319,0,18
1957,PG,relationship,52852.0,01-12-2012,93,0,0,1,879,1,26
1982,PG,relationship,70038.0,25-10-2013,54,0,0,0,1244,0,17
1973,PG,relationship,69401.0,23-03-2014,41,0,0,1,690,0,17
1972,PG,relationship,46053.0,17-02-2013,46,0,0,1,209,0,12
1965,PG,relationship,77343.0,09-06-2014,28,0,0,0,1134,0,17
1953,PG,Single,73892.0,13-11-2013,40,0,1,0,1507,0,23
1967,PG,Single,40304.0,30-09-2013,82,0,0,1,57,0,6
1965,PG,relationship,32727.0,28-08-2012,38,0,0,0,529,0,17
1969,PG,relationship,68695.0,25-06-2014,3,0,0,0,1091,0,16
1971,PG,Single,43300.0,13-10-2012,87,0,1,1,180,0,11
1972,PG,relationship,26290.0,12-01-2013,49,0,0,2,77,0,10
1974,PG,relationship,38410.0,14-09-2012,65,0,1,0,534,0,18
1950,PG,Single,64866.0,26-01-2014,9,0,0,1,556,1,21
1959,PG,relationship,57957.0,19-08-2013,24,1,0,1,637,0,25
1955,PG,relationship,46015.0,13-04-2014,25,0,0,2,46,2,5
1978,PG,relationship,16531.0,18-06-2014,43,0,0,1,44,0,9
1986,PG,relationship,28072.0,08-07-2013,10,0,0,1,47,0,5
1963,PG,Single,49476.0,20-06-2013,29,0,0,1,795,0,22
1953,PG,relationship,50725.0,13-02-2013,45,0,0,1,586,0,21
1952,PG,relationship,83844.0,12-05-2013,57,0,0,0,1574,1,20
1950,PG,relationship,41145.0,08-02-2014,20,0,0,2,13,0,4
1970,PG,relationship,67419.0,16-01-2013,29,0,0,1,1471,0,25
1970,PG,relationship,23162.0,21-12-2013,82,0,0,2,65,0,8
1977,PG,relationship,34380.0,02-05-2013,68,0,0,1,175,0,12
1966,PG,Single,34704.0,27-04-2013,65,0,0,1,40,0,5
1969,PG,relationship,94871.0,01-09-2012,99,0,1,2,1078,2,18
1958,PG,relationship,65148.0,16-11-2012,9,0,0,1,1115,0,21
1954,PG,relationship,39898.0,12-02-2013,20,0,0,1,134,0,9
1956,PG,Single,64857.0,23-11-2012,78,0,0,0,1540,0,23
1970,PG,relationship,59892.0,02-11-2013,26,0,0,1,87,0,7
1987,PG,Single,41020.0,28-10-2013,68,0,0,0,217,0,10
1961,PG,relationship,57072.0,24-01-2014,79,0,0,1,1034,1,27
1979,PG,Single,60474.0,01-04-2013,25,0,0,1,1180,0,31
1960,PG,relationship,62807.0,31-08-2012,83,0,0,1,819,0,23
1981,PG,relationship,19414.0,16-10-2013,32,0,0,1,32,0,5
1980,PG,relationship,19107.0,22-08-2013,49,0,0,1,46,0,6
1976,PG,relationship,75484.0,02-08-2012,50,0,0,1,1159,0,18
1976,PG,Single,70379.0,03-03-2013,84,0,0,1,860,0,25
1970,PG,relationship,79419.0,22-06-2014,96,0,0,0,1631,0,15
1946,PG,relationship,64014.0,10-06-2014,56,0,0,3,444,1,22
1972,PG,relationship,49854.0,10-11-2013,63,0,0,1,380,0,18
1971,PG,relationship,60585.0,24-06-2013,17,0,1,2,736,0,30
1950,PG,Single,42873.0,21-01-2013,11,0,0,2,269,0,15
1978,PG,relationship,57867.0,01-10-2013,48,0,0,1,612,0,25
1990,PG,relationship,35765.0,11-12-2013,86,0,0,1,75,0,8
1959,PG,relationship,65492.0,26-01-2014,73,0,0,0,1045,0,26
1977,PG,Single,32952.0,01-12-2013,36,0,0,1,55,0,6
1969,PG,relationship,53374.0,16-08-2012,34,0,1,1,1064,1,21
1959,PG,relationship,71706.0,13-11-2012,16,0,0,1,1443,0,25
1988,PG,relationship,68487.0,13-01-2013,48,0,0,0,1366,0,30
1975,PG,relationship,53253.0,11-02-2013,61,0,0,2,436,0,19
1973,PG,Single,31163.0,13-02-2014,54,0,0,1,38,0,5
1977,PG,relationship,42014.0,17-08-2012,56,0,1,1,436,0,20
1973,PG,relationship,54108.0,05-11-2012,74,0,0,2,747,0,32
1955,PG,Single,49667.0,20-08-2012,35,0,1,0,1396,1,22
1974,PG,relationship,63206.0,20-03-2014,65,0,0,0,928,1,14
1972,PG,relationship,57136.0,09-07-2013,48,0,0,2,642,0,26
1975,PG,relationship,46772.0,07-11-2012,88,0,0,1,1048,1,30
1971,PG,relationship,78931.0,25-10-2013,19,0,0,0,943,0,24
1958,PG,relationship,53977.0,08-06-2013,21,0,0,1,907,0,27
1988,PG,relationship,84219.0,02-02-2014,27,0,0,0,1198,0,18
1975,PG,Single,46098.0,18-08-2012,86,0,0,2,120,0,11
1965,PG,relationship,73538.0,25-11-2012,92,0,0,1,1658,0,26
1986,PG,relationship,79529.0,27-04-2014,1,0,0,0,1638,0,22
1977,PG,relationship,20981.0,30-04-2013,14,0,1,0,73,0,7
1980,PG,Single,51766.0,11-03-2014,74,0,0,1,275,0,12
1962,PG,relationship,55759.0,28-11-2012,84,0,0,1,854,0,26
1978,PG,relationship,33039.0,09-09-2013,4,0,0,1,78,0,7
1972,PG,relationship,37787.0,20-09-2013,50,0,0,1,106,0,7
1970,PG,Single,27242.0,11-11-2012,2,0,1,1,106,0,7
1971,PG,relationship,69930.0,26-05-2013,21,0,0,0,1662,0,22
1976,PG,Single,37697.0,07-02-2014,82,0,0,1,84,0,7
1973,PG,relationship,37401.0,06-05-2014,14,0,0,1,48,0,7
1973,PG,Single,3502.0,13-04-2013,56,0,0,1,5,0,0
1976,PG,relationship,58597.0,20-11-2012,20,0,0,2,733,0,32
1948,PG,Single,82032.0,05-04-2014,54,0,0,0,1234,0,17
1958,PG,relationship,28087.0,11-12-2012,77,0,0,2,112,0,9
1987,PG,Single,74004.0,24-02-2014,5,0,1,0,1658,2,15
1960,PG,relationship,19740.0,24-03-2013,65,0,0,1,55,0,7
1975,PG,relationship,57036.0,11-12-2012,33,0,0,1,1513,1,26
1958,PG,relationship,53083.0,15-05-2013,65,0,0,2,271,1,17
1975,PG,relationship,69283.0,14-06-2014,41,0,0,1,904,0,27
1975,PG,Single,46098.0,18-08-2012,86,0,1,2,120,0,11
1988,PG,relationship,23331.0,04-09-2012,92,0,0,1,103,0,8
1988,PG,Single,23331.0,05-10-2012,97,0,0,1,269,0,17
1989,PG,Single,9255.0,20-12-2013,91,0,0,1,22,0,5
1959,PG,Single,67786.0,07-12-2013,0,0,1,0,1156,0,16
1971,PG,relationship,71969.0,16-10-2012,59,0,0,1,1086,1,19
1967,PG,Single,59235.0,12-01-2013,4,0,0,1,1128,0,28
1989,PG,relationship,31928.0,28-03-2014,5,0,0,1,72,0,9
1961,PG,relationship,74881.0,08-03-2013,48,0,0,2,964,0,27
1978,PG,relationship,65819.0,29-11-2012,99,0,0,0,1383,0,20
1953,PG,Single,51411.0,26-05-2013,81,0,0,3,18,0,4
1964,PG,Single,51983.0,31-08-2012,95,0,0,1,793,0,24
1986,PG,relationship,42386.0,13-01-2013,43,0,0,1,100,0,7
1987,PG,relationship,30390.0,02-09-2013,5,0,0,0,80,0,6
1963,PG,Single,30983.0,09-11-2012,50,0,1,0,167,0,8
1957,PG,Single,66033.0,20-01-2013,76,0,0,1,677,0,20
1975,PG,relationship,37284.0,29-03-2013,46,0,0,2,23,0,4
1951,PG,Single,57530.0,12-10-2013,68,0,0,1,92,0,7
1965,PG,relationship,76800.0,08-03-2014,33,0,0,0,641,0,16
1956,PG,relationship,63943.0,02-09-2012,50,0,0,1,1106,0,17
1962,PG,relationship,76081.0,23-05-2014,85,0,0,0,1033,1,14
1974,PG,relationship,67445.0,12-08-2012,63,0,0,1,1174,0,32
1967,PG,relationship,37054.0,15-09-2013,89,0,0,2,25,0,6
1962,PG,relationship,47175.0,28-10-2012,81,0,1,2,240,1,17
1976,PG,Single,31859.0,14-06-2013,77,0,0,1,20,0,4
1961,PG,Single,27215.0,23-01-2013,50,0,0,3,102,0,11
1976,PG,Single,70179.0,21-07-2013,10,0,0,1,1034,0,26
1983,PG,relationship,39922.0,14-02-2013,30,0,0,1,156,0,9
1976,PG,relationship,49681.0,04-11-2013,66,0,0,2,458,0,21
1988,PG,relationship,24645.0,01-11-2012,16,0,0,1,17,0,4
1954,PG,Single,79865.0,18-06-2014,12,0,0,1,792,0,21
1985,PG,relationship,44322.0,16-06-2014,30,0,0,1,92,0,8
1952,PG,Single,47958.0,19-01-2013,8,0,0,1,407,0,16
1964,PG,Single,63972.0,02-12-2012,93,0,0,1,1269,1,23
1954,PG,relationship,75315.0,15-04-2014,14,0,0,1,841,0,23
1950,PG,relationship,55517.0,27-09-2012,53,0,1,2,633,0,23
1957,PG,relationship,75283.0,27-03-2013,26,0,0,3,1019,0,25
1946,PG,Single,82800.0,24-11-2012,23,0,1,0,1315,2,26
1954,PG,relationship,38998.0,03-11-2012,92,1,0,2,54,0,8
1986,PG,relationship,27161.0,28-10-2013,41,0,0,1,52,0,5
1977,PG,relationship,42014.0,17-08-2012,56,0,1,1,436,0,20
1960,PG,relationship,38201.0,29-03-2013,19,0,0,1,268,0,15
1982,PG,relationship,45203.0,23-03-2014,4,0,1,2,147,0,8
1992,PG,relationship,34935.0,21-06-2013,71,0,0,0,137,0,8
1976,PG,Single,60482.0,23-01-2013,81,0,0,1,507,0,17
1956,PG,relationship,34633.0,23-01-2014,31,0,0,3,15,0,4
1947,PG,relationship,78093.0,11-12-2013,53,0,0,0,1105,0,17
1950,PG,Single,82460.0,02-12-2013,78,0,0,0,974,0,15
1966,PG,relationship,45903.0,23-04-2014,80,0,0,1,66,0,8
1987,PG,Single,81361.0,25-02-2014,18,0,1,0,778,0,27
1973,PG,Single,35860.0,19-05-2014,37,0,1,2,49,1,6
1952,PG,relationship,40442.0,19-08-2012,52,0,1,2,169,0,12
1965,PG,relationship,61482.0,27-06-2014,39,0,0,0,299,0,12
1980,PG,relationship,34968.0,10-04-2013,11,0,0,1,221,0,17
1987,PG,relationship,75794.0,24-12-2013,33,0,0,0,1682,1,25
1962,PG,relationship,31497.0,06-12-2012,22,0,0,1,155,0,10
1955,PG,relationship,74268.0,14-02-2013,83,0,0,0,892,0,13
1988,UG,relationship,13724.0,31-08-2012,43,0,0,1,58,1,5
1965,PG,relationship,45143.0,26-08-2013,74,0,0,1,311,0,15
1967,PG,Single,52569.0,05-04-2014,54,0,0,1,95,0,7
1973,PG,Single,48432.0,18-10-2012,3,0,1,1,424,0,19
1960,PG,relationship,17144.0,15-02-2014,96,0,0,2,47,0,12
1984,PG,Single,36108.0,15-10-2013,68,0,0,1,339,1,15
1971,PG,relationship,76445.0,28-09-2012,2,0,0,1,1410,0,21
1975,PG,relationship,36663.0,25-04-2014,40,0,0,1,35,0,6
1965,PG,relationship,53843.0,27-06-2013,64,0,0,1,562,0,20
1955,PG,Single,70638.0,01-06-2013,69,0,0,0,1334,1,20
1960,PG,relationship,44512.0,30-08-2013,57,0,0,2,32,0,6
1961,PG,relationship,27116.0,02-03-2014,78,0,0,2,41,0,7
1963,PG,relationship,54072.0,27-07-2013,71,0,0,2,39,0,5
1977,PG,relationship,71855.0,16-01-2013,59,0,0,1,1141,0,25
1990,PG,Single,51250.0,30-03-2013,28,0,0,1,710,1,24
1973,PG,relationship,60432.0,09-03-2014,61,0,0,1,401,0,19
1964,PG,relationship,65526.0,11-04-2014,22,0,0,1,506,0,17
1988,PG,Single,68655.0,10-08-2012,95,0,0,0,1538,0,21
1978,PG,relationship,12393.0,04-12-2012,38,0,0,0,57,0,6
1975,PG,Single,33955.0,09-08-2013,92,0,0,1,270,0,15
1977,PG,relationship,31353.0,29-12-2013,24,0,1,2,31,0,6
1984,PG,relationship,55434.0,05-10-2013,21,0,0,1,882,0,24
1983,PG,relationship,28359.0,27-10-2013,35,0,0,1,16,0,4
1987,PG,Single,57100.0,18-05-2014,9,0,0,1,311,0,14
1965,PG,relationship,69139.0,27-01-2014,23,0,0,1,227,0,11
1956,PG,relationship,52973.0,08-11-2012,92,0,0,1,1152,0,31
1965,PG,relationship,51717.0,20-08-2013,55,0,0,1,122,1,8
1971,PG,relationship,18793.0,12-01-2013,14,0,0,1,77,0,9
1982,PG,relationship,66664.0,25-09-2012,78,0,0,0,1289,0,19
1959,PG,Single,50664.0,16-01-2013,64,0,0,2,561,0,24
1963,PG,relationship,54414.0,23-01-2013,49,0,0,2,211,0,13
1952,PG,relationship,54549.0,03-03-2014,8,0,0,1,233,0,12
1971,PG,Single,47111.0,08-09-2012,35,0,0,1,1092,0,21
1963,PG,Single,41003.0,17-03-2013,11,0,0,0,601,0,17
1982,PG,relationship,19444.0,22-02-2014,8,0,1,1,54,0,10
1976,PG,relationship,36301.0,25-10-2013,53,0,0,1,78,0,7
1947,PG,relationship,73059.0,31-08-2013,36,0,0,1,1095,0,26
1969,PG,relationship,42731.0,21-10-2013,64,0,0,1,244,0,13
1959,PG,relationship,52854.0,24-03-2014,43,0,0,2,116,0,9
1978,PG,relationship,22775.0,19-06-2013,40,0,0,1,15,0,4
1948,PG,relationship,46681.0,08-10-2013,52,0,0,2,425,0,16
1955,PG,relationship,59821.0,12-04-2013,11,0,0,1,734,0,26
1954,PG,Single,50002.0,17-06-2013,21,0,0,1,638,0,19
1945,PG,relationship,69755.0,02-10-2013,23,0,0,0,894,0,22
1969,PG,relationship,44078.0,19-06-2014,17,0,0,2,41,0,7
1976,PG,relationship,30560.0,27-06-2013,6,0,0,1,31,0,5
1969,PG,relationship,35924.0,23-03-2014,56,0,0,2,34,0,5
1981,PG,relationship,56386.0,27-10-2012,51,0,0,2,612,0,25
1979,UG,relationship,24594.0,10-12-2013,94,0,0,1,29,0,5
1981,PG,relationship,75774.0,02-05-2014,27,0,0,1,823,0,21
1960,PG,Single,39228.0,10-05-2013,1,0,0,0,20,0,4
1974,PG,relationship,58494.0,12-12-2013,56,0,0,1,396,0,16
1981,PG,Single,58684.0,16-06-2014,71,0,0,0,813,1,21
1967,PG,Single,57136.0,18-05-2013,18,0,1,0,1179,0,20
1950,PG,Single,56551.0,07-05-2014,48,0,0,2,138,0,10
1982,PG,relationship,22448.0,26-02-2014,86,0,0,1,55,0,9
1961,PG,Single,82014.0,20-08-2012,48,0,1,0,1511,0,22
1963,PG,Single,34213.0,07-09-2012,2,0,1,2,117,0,9
1947,PG,Single,25358.0,22-07-2013,57,0,0,1,32,0,6
